model,domain,position,rci_cold,var_ratio,mutual_info_proxy
GPT-4o-mini (Phil),Philosophy,1,0.9894106268882752,0.7439092,0.25609081983566284
GPT-4o-mini (Phil),Philosophy,2,0.821653060913086,0.7972497,0.2027503252029419
GPT-4o-mini (Phil),Philosophy,3,0.8923622524738312,0.70641434,0.2935856580734253
GPT-4o-mini (Phil),Philosophy,4,0.9033724939823151,0.85312456,0.14687544107437134
GPT-4o-mini (Phil),Philosophy,5,0.31819298744201663,0.37460732,0.6253926753997803
GPT-4o-mini (Phil),Philosophy,6,0.6853543114662171,0.94128025,0.058719754219055176
GPT-4o-mini (Phil),Philosophy,7,0.7483121407032013,0.7654599,0.23454010486602783
GPT-4o-mini (Phil),Philosophy,8,0.7246923077106476,0.84785706,0.1521429419517517
GPT-4o-mini (Phil),Philosophy,9,0.5994103956222534,0.38669306,0.6133069396018982
GPT-4o-mini (Phil),Philosophy,10,0.6753900301456451,0.50644654,0.4935534596443176
GPT-4o-mini (Phil),Philosophy,11,0.4382885628938675,0.5992401,0.40075987577438354
GPT-4o-mini (Phil),Philosophy,12,0.8724339759349823,1.1949244,-0.19492435455322266
GPT-4o-mini (Phil),Philosophy,13,0.6521376037597656,1.5686519,-0.5686519145965576
GPT-4o-mini (Phil),Philosophy,14,0.7584091913700104,1.2230595,-0.2230595350265503
GPT-4o-mini (Phil),Philosophy,15,0.8808613681793213,1.1024555,-0.1024554967880249
GPT-4o-mini (Phil),Philosophy,16,0.9175019562244415,0.92878306,0.07121694087982178
GPT-4o-mini (Phil),Philosophy,17,0.7112532830238343,1.493501,-0.4935009479522705
GPT-4o-mini (Phil),Philosophy,18,0.5253196060657501,0.73214847,0.2678515315055847
GPT-4o-mini (Phil),Philosophy,19,0.5443449938297271,0.52755004,0.4724499583244324
GPT-4o-mini (Phil),Philosophy,20,0.6539470899105072,2.938217,-1.9382169246673584
GPT-4o-mini (Phil),Philosophy,21,0.8612297511100769,1.2579525,-0.2579524517059326
GPT-4o-mini (Phil),Philosophy,22,0.8182623493671417,1.0720749,-0.07207489013671875
GPT-4o-mini (Phil),Philosophy,23,0.7547489082813263,0.7953479,0.2046520709991455
GPT-4o-mini (Phil),Philosophy,24,0.7961242473125458,0.6876556,0.31234437227249146
GPT-4o-mini (Phil),Philosophy,25,0.8338333785533905,0.76383686,0.23616313934326172
GPT-4o-mini (Phil),Philosophy,26,0.6178691565990448,0.80564743,0.19435256719589233
GPT-4o-mini (Phil),Philosophy,27,0.9163072574138641,1.26536,-0.2653599977493286
GPT-4o-mini (Phil),Philosophy,28,0.5994693273305893,0.8456985,0.15430152416229248
GPT-4o-mini (Phil),Philosophy,29,0.782460310459137,1.3876048,-0.38760483264923096
GPT-4o-mini (Phil),Philosophy,30,0.6459146595001221,0.91706425,0.08293575048446655
GPT-4o (Phil),Philosophy,1,0.9968202197551728,0.8175295,0.18247050046920776
GPT-4o (Phil),Philosophy,2,0.8143312954902648,0.63847476,0.3615252375602722
GPT-4o (Phil),Philosophy,3,0.8772380232810975,0.6133372,0.3866627812385559
GPT-4o (Phil),Philosophy,4,0.8827780163288117,0.901925,0.09807497262954712
GPT-4o (Phil),Philosophy,5,0.23130799382925032,0.37684703,0.6231529712677002
GPT-4o (Phil),Philosophy,6,0.5843111395835876,0.9343549,0.06564509868621826
GPT-4o (Phil),Philosophy,7,0.5988375896215439,1.0890671,-0.08906710147857666
GPT-4o (Phil),Philosophy,8,0.7669776999950408,0.913648,0.08635199069976807
GPT-4o (Phil),Philosophy,9,0.5821904867887497,0.7075017,0.29249829053878784
GPT-4o (Phil),Philosophy,10,0.6138375771045684,0.34599122,0.6540087759494781
GPT-4o (Phil),Philosophy,11,0.3695398756861687,0.4698663,0.5301336944103241
GPT-4o (Phil),Philosophy,12,0.7975999021530151,0.8004485,0.199551522731781
GPT-4o (Phil),Philosophy,13,0.6648810422420501,0.48375234,0.5162476599216461
GPT-4o (Phil),Philosophy,14,0.7291679131984711,1.3860251,-0.386025071144104
GPT-4o (Phil),Philosophy,15,0.8666341781616211,1.0820209,-0.08202087879180908
GPT-4o (Phil),Philosophy,16,0.8914929950237274,1.1930971,-0.19309711456298828
GPT-4o (Phil),Philosophy,17,0.7921681070327758,1.1439066,-0.1439065933227539
GPT-4o (Phil),Philosophy,18,0.5208838349580764,0.48328942,0.5167105793952942
GPT-4o (Phil),Philosophy,19,0.5395285558700561,0.59574777,0.40425223112106323
GPT-4o (Phil),Philosophy,20,0.7586121582984924,2.2269604,-1.2269604206085205
GPT-4o (Phil),Philosophy,21,0.8696350288391114,1.3768059,-0.3768059015274048
GPT-4o (Phil),Philosophy,22,0.8105218577384948,1.270788,-0.27078795433044434
GPT-4o (Phil),Philosophy,23,0.6913181233406067,0.8396766,0.1603233814239502
GPT-4o (Phil),Philosophy,24,0.8527122116088868,1.3235859,-0.3235858678817749
GPT-4o (Phil),Philosophy,25,0.8372182142734528,0.9366234,0.06337660551071167
GPT-4o (Phil),Philosophy,26,0.5591361117362976,0.6551546,0.34484541416168213
GPT-4o (Phil),Philosophy,27,0.9116871857643127,1.0269136,-0.02691364288330078
GPT-4o (Phil),Philosophy,28,0.6525377464294434,0.98709714,0.01290285587310791
GPT-4o (Phil),Philosophy,29,0.8045277214050293,1.8979493,-0.8979493379592896
GPT-4o (Phil),Philosophy,30,0.6399699914455413,0.9773346,0.02266538143157959
Claude Haiku (Phil),Philosophy,1,0.9794474947452545,0.83450013,0.16549986600875854
Claude Haiku (Phil),Philosophy,2,0.7353365552425385,1.0296355,-0.02963554859161377
Claude Haiku (Phil),Philosophy,3,0.8592207026481629,0.9019173,0.09808272123336792
Claude Haiku (Phil),Philosophy,4,0.8233043003082275,0.9260612,0.07393878698348999
Claude Haiku (Phil),Philosophy,5,0.3656176981329918,1.7299061,-0.7299060821533203
Claude Haiku (Phil),Philosophy,6,0.6142411839962005,0.70867604,0.2913239598274231
Claude Haiku (Phil),Philosophy,7,0.7525020480155945,0.52751553,0.4724844694137573
Claude Haiku (Phil),Philosophy,8,0.6590120840072632,1.0457312,-0.045731186866760254
Claude Haiku (Phil),Philosophy,9,0.5203559875488282,0.66652596,0.3334740400314331
Claude Haiku (Phil),Philosophy,10,0.5081654816865921,1.2649546,-0.2649545669555664
Claude Haiku (Phil),Philosophy,11,0.4315790593624115,0.5363369,0.46366310119628906
Claude Haiku (Phil),Philosophy,12,0.7240268087387085,1.2280512,-0.22805118560791016
Claude Haiku (Phil),Philosophy,13,0.594851438999176,1.193919,-0.19391894340515137
Claude Haiku (Phil),Philosophy,14,0.7200193977355958,1.0397662,-0.03976619243621826
Claude Haiku (Phil),Philosophy,15,0.7960057210922241,0.99145764,0.008542358875274658
Claude Haiku (Phil),Philosophy,16,0.7609056603908538,1.0843555,-0.08435547351837158
Claude Haiku (Phil),Philosophy,17,0.6324319863319396,1.0068524,-0.006852388381958008
Claude Haiku (Phil),Philosophy,18,0.4837251782417297,1.0857304,-0.08573043346405029
Claude Haiku (Phil),Philosophy,19,0.5762962698936462,1.1669136,-0.16691362857818604
Claude Haiku (Phil),Philosophy,20,0.6186749815940857,1.1001691,-0.10016906261444092
Claude Haiku (Phil),Philosophy,21,0.7113287937641144,0.84992564,0.15007436275482178
Claude Haiku (Phil),Philosophy,22,0.7353154456615448,1.0567569,-0.05675685405731201
Claude Haiku (Phil),Philosophy,23,0.7658987319469452,1.1210787,-0.1210787296295166
Claude Haiku (Phil),Philosophy,24,0.5516780418157577,0.8871549,0.11284512281417847
Claude Haiku (Phil),Philosophy,25,0.6497891855239868,1.1370159,-0.1370159387588501
Claude Haiku (Phil),Philosophy,26,0.5936185282468796,1.0803592,-0.08035922050476074
Claude Haiku (Phil),Philosophy,27,0.7993803739547729,1.0669725,-0.06697249412536621
Claude Haiku (Phil),Philosophy,28,0.6774443674087525,1.0415155,-0.041515469551086426
Claude Haiku (Phil),Philosophy,29,0.7246257722377777,1.0841794,-0.08417940139770508
Claude Haiku (Phil),Philosophy,30,0.7182166767120362,0.95617217,0.043827831745147705
Gemini Flash (Phil),Philosophy,1,0.9600364792346955,1.1047238,-0.10472381114959717
Gemini Flash (Phil),Philosophy,2,0.6676516956090928,1.2573025,-0.25730252265930176
Gemini Flash (Phil),Philosophy,3,0.8747726249694824,0.830734,0.1692659854888916
Gemini Flash (Phil),Philosophy,4,0.6639814168214798,0.70269006,0.297309935092926
Gemini Flash (Phil),Philosophy,5,0.5455475801229477,0.947165,0.05283498764038086
Gemini Flash (Phil),Philosophy,6,0.515223408639431,0.80236834,0.19763165712356567
Gemini Flash (Phil),Philosophy,7,0.5026028253138065,1.1974587,-0.19745874404907227
Gemini Flash (Phil),Philosophy,8,0.5728389793634414,0.81496483,0.18503516912460327
Gemini Flash (Phil),Philosophy,9,0.5522000536322593,0.83406264,0.1659373641014099
Gemini Flash (Phil),Philosophy,10,0.7346535342931747,1.4334904,-0.4334903955459595
Gemini Flash (Phil),Philosophy,11,0.3769547390937805,0.5206566,0.4793434143066406
Gemini Flash (Phil),Philosophy,12,0.8550048625469208,1.5079144,-0.5079144239425659
Gemini Flash (Phil),Philosophy,13,0.7379925262928009,0.6398371,0.3601629137992859
Gemini Flash (Phil),Philosophy,14,0.665339652299881,1.3185678,-0.31856775283813477
Gemini Flash (Phil),Philosophy,15,0.8714898550510406,1.2412608,-0.24126076698303223
Gemini Flash (Phil),Philosophy,16,0.6823625022172928,1.5051566,-0.5051566362380981
Gemini Flash (Phil),Philosophy,17,0.6719342631101608,0.87829584,0.12170416116714478
Gemini Flash (Phil),Philosophy,18,0.43970447838306426,1.073076,-0.07307600975036621
Gemini Flash (Phil),Philosophy,19,0.578657197356224,0.97854245,0.021457552909851074
Gemini Flash (Phil),Philosophy,20,0.6694621485471726,1.6670556,-0.667055606842041
Gemini Flash (Phil),Philosophy,21,0.6454529601335526,1.8103887,-0.8103886842727661
Gemini Flash (Phil),Philosophy,22,0.8007665377855301,0.8975194,0.10248059034347534
Gemini Flash (Phil),Philosophy,23,0.6626906865835189,0.57757205,0.4224279522895813
Gemini Flash (Phil),Philosophy,24,0.621344946026802,2.777195,-1.7771949768066406
Gemini Flash (Phil),Philosophy,25,0.7602544581890106,1.1151297,-0.11512970924377441
Gemini Flash (Phil),Philosophy,26,0.5369915801286698,1.1333503,-0.13335025310516357
Gemini Flash (Phil),Philosophy,27,0.8902817523479462,1.381817,-0.3818169832229614
Gemini Flash (Phil),Philosophy,28,0.5920472085475922,0.8415484,0.1584516167640686
Gemini Flash (Phil),Philosophy,29,0.5936812907457352,1.0183097,-0.018309712409973145
Gemini Flash (Phil),Philosophy,30,0.6187261486053467,0.77892745,0.22107255458831787
Gemini Flash (Med),Medical,1,0.8715495270490646,0.94098526,0.059014737606048584
Gemini Flash (Med),Medical,2,0.6247333359718322,0.5927314,0.40726858377456665
Gemini Flash (Med),Medical,3,0.4833123292401433,1.9323974,-0.9323973655700684
Gemini Flash (Med),Medical,4,0.5595413321256637,0.7263419,0.2736580967903137
Gemini Flash (Med),Medical,5,0.6714012038707733,2.0491178,-1.0491178035736084
Gemini Flash (Med),Medical,6,0.5666113084554673,1.1806579,-0.18065786361694336
Gemini Flash (Med),Medical,7,0.7020143496990204,0.8116107,0.18838930130004883
Gemini Flash (Med),Medical,8,0.29652734130620956,0.6710347,0.32896530628204346
Gemini Flash (Med),Medical,9,0.8018331170082093,2.4061453,-1.4061453342437744
Gemini Flash (Med),Medical,10,0.3082433333992958,0.7786611,0.2213389277458191
Gemini Flash (Med),Medical,11,0.7012668180465699,0.8167541,0.18324589729309082
Gemini Flash (Med),Medical,12,0.37721425563097,0.662841,0.3371589779853821
Gemini Flash (Med),Medical,13,0.6350993829965591,0.7164235,0.28357648849487305
Gemini Flash (Med),Medical,14,0.7779410606622696,1.0307143,-0.03071427345275879
Gemini Flash (Med),Medical,15,0.6850105625391006,1.3005172,-0.300517201423645
Gemini Flash (Med),Medical,16,0.5241237694025039,1.2459224,-0.24592244625091553
Gemini Flash (Med),Medical,17,0.7206468939781189,1.5793185,-0.5793185234069824
Gemini Flash (Med),Medical,18,0.6297006607055664,1.6459718,-0.6459717750549316
Gemini Flash (Med),Medical,19,0.5759368485212326,1.3982908,-0.398290753364563
Gemini Flash (Med),Medical,20,0.652128432393074,1.6980616,-0.6980615854263306
Gemini Flash (Med),Medical,21,0.4113318207859993,0.91788214,0.08211785554885864
Gemini Flash (Med),Medical,22,0.40323070287704466,0.7743111,0.2256888747215271
Gemini Flash (Med),Medical,23,0.6722544658184052,1.9910893,-0.9910893440246582
Gemini Flash (Med),Medical,24,0.5227513453364372,0.4227349,0.5772651135921478
Gemini Flash (Med),Medical,25,0.5558004403114318,1.7361552,-0.7361551523208618
Gemini Flash (Med),Medical,26,0.4355308955907822,0.8979457,0.10205429792404175
Gemini Flash (Med),Medical,27,0.5764746785163879,4.106887,-3.106886863708496
Gemini Flash (Med),Medical,28,0.5578332543373108,1.479786,-0.4797860383987427
Gemini Flash (Med),Medical,29,0.7122906666994094,1.4818568,-0.4818568229675293
Gemini Flash (Med),Medical,30,0.17680408474523573,0.60351473,0.39648526906967163
DeepSeek V3.1 (Med),Medical,1,0.8414889621734619,0.93709713,0.06290286779403687
DeepSeek V3.1 (Med),Medical,2,0.7935600876808167,1.0976409,-0.09764087200164795
DeepSeek V3.1 (Med),Medical,3,0.5961618053913117,0.9089528,0.09104722738265991
DeepSeek V3.1 (Med),Medical,4,0.7511077290773391,1.2947907,-0.29479074478149414
DeepSeek V3.1 (Med),Medical,5,0.7521536612510681,1.9021666,-0.9021666049957275
DeepSeek V3.1 (Med),Medical,6,0.6505729150772095,1.0593485,-0.059348464012145996
DeepSeek V3.1 (Med),Medical,7,0.8298804235458374,1.1268492,-0.12684917449951172
DeepSeek V3.1 (Med),Medical,8,0.6185921889543533,0.62638503,0.37361496686935425
DeepSeek V3.1 (Med),Medical,9,0.8472073614597321,1.2479625,-0.24796247482299805
DeepSeek V3.1 (Med),Medical,10,0.28095588117837905,0.5109577,0.4890422821044922
DeepSeek V3.1 (Med),Medical,11,0.8176256775856018,0.91196567,0.08803433179855347
DeepSeek V3.1 (Med),Medical,12,0.43618343770504,0.8474203,0.15257972478866577
DeepSeek V3.1 (Med),Medical,13,0.7744898939132691,1.4203788,-0.42037880420684814
DeepSeek V3.1 (Med),Medical,14,0.8220151364803314,0.87965024,0.12034976482391357
DeepSeek V3.1 (Med),Medical,15,0.7198842453956604,1.5284035,-0.5284035205841064
DeepSeek V3.1 (Med),Medical,16,0.7297974562644959,1.3943776,-0.39437758922576904
DeepSeek V3.1 (Med),Medical,17,0.823189537525177,0.9688458,0.031154215335845947
DeepSeek V3.1 (Med),Medical,18,0.7754865550994873,1.074655,-0.07465505599975586
DeepSeek V3.1 (Med),Medical,19,0.7417617201805115,1.0059569,-0.005956888198852539
DeepSeek V3.1 (Med),Medical,20,0.8552902901172638,0.91153675,0.08846324682235718
DeepSeek V3.1 (Med),Medical,21,0.4587492102384567,0.4793004,0.5206995904445648
DeepSeek V3.1 (Med),Medical,22,0.5720167940855027,0.5833911,0.41660892963409424
DeepSeek V3.1 (Med),Medical,23,0.8216472470760345,1.3261403,-0.32614028453826904
DeepSeek V3.1 (Med),Medical,24,0.7650477290153503,1.2093309,-0.20933091640472412
DeepSeek V3.1 (Med),Medical,25,0.5701739323139191,1.4954149,-0.4954148530960083
DeepSeek V3.1 (Med),Medical,26,0.4820971947908401,0.6658704,0.33412957191467285
DeepSeek V3.1 (Med),Medical,27,0.7100894582271576,2.159348,-1.1593480110168457
DeepSeek V3.1 (Med),Medical,28,0.6906539428234101,1.3062841,-0.3062840700149536
DeepSeek V3.1 (Med),Medical,29,0.6902178359031678,0.7765462,0.2234538197517395
DeepSeek V3.1 (Med),Medical,30,0.181782517619431,0.47763428,0.5223657190799713
Llama 4 Maverick (Med),Medical,1,0.8739516270160675,0.91873246,0.08126753568649292
Llama 4 Maverick (Med),Medical,2,0.828389755487442,1.1094487,-0.10944867134094238
Llama 4 Maverick (Med),Medical,3,0.402642228603363,0.5568343,0.44316571950912476
Llama 4 Maverick (Med),Medical,4,0.8698833632469177,1.3382324,-0.3382323980331421
Llama 4 Maverick (Med),Medical,5,0.7897984945774078,1.5791337,-0.5791337490081787
Llama 4 Maverick (Med),Medical,6,0.633583368062973,0.88628715,0.1137128472328186
Llama 4 Maverick (Med),Medical,7,0.8693264055252076,1.9346061,-0.9346060752868652
Llama 4 Maverick (Med),Medical,8,0.6090311592817307,1.4880828,-0.48808276653289795
Llama 4 Maverick (Med),Medical,9,0.824086811542511,1.2508271,-0.2508270740509033
Llama 4 Maverick (Med),Medical,10,0.2303622768446803,0.45188582,0.5481141805648804
Llama 4 Maverick (Med),Medical,11,0.8095514714717865,1.2178164,-0.21781635284423828
Llama 4 Maverick (Med),Medical,12,0.3715479055047035,0.8199463,0.1800537109375
Llama 4 Maverick (Med),Medical,13,0.7955078196525573,1.4819318,-0.48193180561065674
Llama 4 Maverick (Med),Medical,14,0.7687642180919647,0.933319,0.06668102741241455
Llama 4 Maverick (Med),Medical,15,0.8127461087703705,1.4049684,-0.40496838092803955
Llama 4 Maverick (Med),Medical,16,0.7047463881969452,0.84074897,0.15925103425979614
Llama 4 Maverick (Med),Medical,17,0.7435062539577484,1.0280137,-0.02801370620727539
Llama 4 Maverick (Med),Medical,18,0.5603637629747391,0.31208944,0.6879105567932129
Llama 4 Maverick (Med),Medical,19,0.7089881587028504,2.2262526,-1.226252555847168
Llama 4 Maverick (Med),Medical,20,0.789333678483963,1.2655438,-0.2655438184738159
Llama 4 Maverick (Med),Medical,21,0.40683325827121736,0.64353013,0.35646986961364746
Llama 4 Maverick (Med),Medical,22,0.6178696000576019,1.430191,-0.4301910400390625
Llama 4 Maverick (Med),Medical,23,0.8099938380718231,0.94844013,0.05155986547470093
Llama 4 Maverick (Med),Medical,24,0.8637003898620605,1.7127153,-0.7127152681350708
Llama 4 Maverick (Med),Medical,25,0.6671381956338882,1.1407431,-0.14074313640594482
Llama 4 Maverick (Med),Medical,26,0.6687349116802216,1.3497258,-0.3497258424758911
Llama 4 Maverick (Med),Medical,27,0.8279600763320922,1.7009107,-0.7009106874465942
Llama 4 Maverick (Med),Medical,28,0.7618884074687958,1.1757709,-0.17577087879180908
Llama 4 Maverick (Med),Medical,29,0.7761354279518128,0.6078616,0.39213842153549194
Llama 4 Maverick (Med),Medical,30,0.10885424606502056,2.6443398,-1.6443397998809814
Llama 4 Scout (Med),Medical,1,0.8464957249164581,0.92161334,0.07838666439056396
Llama 4 Scout (Med),Medical,2,0.8156600147485733,1.6175302,-0.6175302267074585
Llama 4 Scout (Med),Medical,3,0.44138455092906953,1.006372,-0.006371974945068359
Llama 4 Scout (Med),Medical,4,0.7455682945251465,1.9940469,-0.9940469264984131
Llama 4 Scout (Med),Medical,5,0.7404224324226379,1.3447618,-0.34476184844970703
Llama 4 Scout (Med),Medical,6,0.6060940116643906,0.59423804,0.4057619571685791
Llama 4 Scout (Med),Medical,7,0.851038624048233,0.93436795,0.06563204526901245
Llama 4 Scout (Med),Medical,8,0.6037134855985642,1.0174655,-0.01746547222137451
Llama 4 Scout (Med),Medical,9,0.837527676820755,1.6308223,-0.6308223009109497
Llama 4 Scout (Med),Medical,10,0.17476389393210412,3.0150466,-2.0150465965270996
Llama 4 Scout (Med),Medical,11,0.859505786895752,1.4873278,-0.48732781410217285
Llama 4 Scout (Med),Medical,12,0.2799204328516498,0.44759622,0.5524037778377533
Llama 4 Scout (Med),Medical,13,0.790358589887619,1.2445052,-0.2445051670074463
Llama 4 Scout (Med),Medical,14,0.8576711738109588,0.83494526,0.16505473852157593
Llama 4 Scout (Med),Medical,15,0.7932574844360352,1.3644756,-0.3644756078720093
Llama 4 Scout (Med),Medical,16,0.6916053307056427,1.6324735,-0.6324734687805176
Llama 4 Scout (Med),Medical,17,0.7480237567424775,1.1962048,-0.1962047815322876
Llama 4 Scout (Med),Medical,18,0.6572729206085205,0.88477606,0.1152239441871643
Llama 4 Scout (Med),Medical,19,0.7871685409545899,1.6564567,-0.656456708908081
Llama 4 Scout (Med),Medical,20,0.8306283378601074,1.7695284,-0.7695283889770508
Llama 4 Scout (Med),Medical,21,0.37271862506866454,1.4532397,-0.45323967933654785
Llama 4 Scout (Med),Medical,22,0.6261001616716385,1.1768062,-0.17680621147155762
Llama 4 Scout (Med),Medical,23,0.8158721542358398,1.3220676,-0.32206761837005615
Llama 4 Scout (Med),Medical,24,0.8686493134498596,1.4295717,-0.4295717477798462
Llama 4 Scout (Med),Medical,25,0.5890535479784011,2.2714522,-1.2714521884918213
Llama 4 Scout (Med),Medical,26,0.6863241052627563,1.4781504,-0.4781503677368164
Llama 4 Scout (Med),Medical,27,0.8495415329933167,2.1052673,-1.1052672863006592
Llama 4 Scout (Med),Medical,28,0.7354299223423004,1.540676,-0.5406759977340698
Llama 4 Scout (Med),Medical,29,0.7741849040985107,1.4655834,-0.4655834436416626
Llama 4 Scout (Med),Medical,30,0.02383547549834475,7.463018,-6.46301794052124
